0.722763,0.277556,-0.000032,0.667008,0.295254,-0.015268,0.627221,0.336786,-0.052136,0.601730,0.381913,-0.079162,0.576139,0.419187,-0.109176,0.646558,0.325945,-0.173114,0.632239,0.413502,-0.222113,0.625118,0.469618,-0.224497,0.619619,0.512652,-0.222761,0.686062,0.329946,-0.178155,0.667426,0.427577,-0.238772,0.657734,0.486760,-0.238302,0.649451,0.528235,-0.239496,0.724177,0.337253,-0.174774,0.703965,0.426018,-0.224605,0.692966,0.478771,-0.223791,0.682796,0.514293,-0.224231,0.757471,0.347921,-0.167114,0.742351,0.418378,-0.205012,0.732339,0.464484,-0.224171,0.721560,0.502440,-0.240244,0,0,0,0
0.722407,0.275968,-0.000040,0.668896,0.294638,-0.016726,0.627903,0.337829,-0.058298,0.600804,0.384477,-0.090447,0.573469,0.423193,-0.123773,0.645110,0.323743,-0.170574,0.631212,0.411069,-0.222833,0.623224,0.468433,-0.225014,0.617938,0.511054,-0.219917,0.684843,0.327868,-0.173856,0.665905,0.428557,-0.230484,0.654516,0.485851,-0.217184,0.645811,0.524417,-0.205068,0.724191,0.338477,-0.171786,0.707061,0.432529,-0.217984,0.691703,0.483284,-0.207327,0.678185,0.513653,-0.199846,0.757777,0.353887,-0.164442,0.744967,0.431485,-0.194581,0.730840,0.474811,-0.201159,0.716035,0.507269,-0.206483,0,0,0,0
0.723790,0.274618,-0.000043,0.668784,0.290573,-0.017189,0.626002,0.335774,-0.059490,0.597802,0.385902,-0.091340,0.571189,0.426027,-0.124357,0.647178,0.318923,-0.176532,0.631724,0.407817,-0.235259,0.623686,0.466490,-0.242319,0.616615,0.510466,-0.237707,0.687531,0.324504,-0.178186,0.667594,0.426041,-0.234123,0.655054,0.484890,-0.220718,0.644439,0.525618,-0.208150,0.727160,0.336867,-0.174297,0.709081,0.432936,-0.219953,0.691141,0.484375,-0.209878,0.674651,0.514543,-0.202628,0.760760,0.354242,-0.165191,0.749256,0.435701,-0.194367,0.733889,0.479213,-0.200320,0.717168,0.509982,-0.205482,0,0,0,0
0.727281,0.273085,-0.000056,0.669895,0.291681,-0.015173,0.625181,0.336134,-0.058062,0.596327,0.387355,-0.090614,0.569479,0.427364,-0.124373,0.646957,0.318578,-0.174586,0.632692,0.405447,-0.232964,0.624960,0.463198,-0.239967,0.618421,0.506449,-0.235803,0.687639,0.324213,-0.178301,0.669434,0.423022,-0.237409,0.656988,0.483256,-0.229145,0.645872,0.525637,-0.219734,0.727134,0.337131,-0.175465,0.711344,0.430687,-0.221800,0.694369,0.483325,-0.214543,0.678002,0.514609,-0.207717,0.760466,0.354956,-0.167143,0.748960,0.435090,-0.196046,0.733570,0.477579,-0.201780,0.716774,0.507311,-0.206164,0,0,0,0
0.729255,0.267221,-0.000076,0.671016,0.288197,-0.012269,0.624995,0.335195,-0.052948,0.594719,0.389047,-0.083923,0.565747,0.426237,-0.117329,0.647370,0.318816,-0.169308,0.631640,0.408884,-0.224309,0.623738,0.464340,-0.229015,0.617566,0.505583,-0.222968,0.688547,0.325206,-0.174054,0.670076,0.425187,-0.231967,0.656860,0.483646,-0.224833,0.645771,0.523608,-0.216818,0.728000,0.337570,-0.171751,0.712255,0.432551,-0.216461,0.694404,0.485308,-0.211810,0.677704,0.516220,-0.206133,0.760975,0.354470,-0.164044,0.749112,0.435801,-0.192447,0.733502,0.477928,-0.199488,0.716750,0.507400,-0.205149,0,0,0,0
0.731306,0.262125,-0.000071,0.671722,0.285590,-0.010993,0.625160,0.333148,-0.050855,0.594947,0.387077,-0.080850,0.566074,0.422861,-0.112601,0.647395,0.319224,-0.165790,0.633211,0.409104,-0.218496,0.626036,0.463253,-0.218209,0.620503,0.502009,-0.208429,0.688547,0.328144,-0.169943,0.670479,0.427344,-0.225619,0.656957,0.484894,-0.213831,0.644814,0.524233,-0.201836,0.727313,0.342299,-0.167069,0.711417,0.434771,-0.210480,0.693528,0.486035,-0.203778,0.676229,0.515302,-0.194811,0.759135,0.359577,-0.159106,0.747383,0.438074,-0.187766,0.732494,0.480847,-0.195330,0.715592,0.511227,-0.201079,0,0,0,0
0.730358,0.260837,-0.000052,0.670647,0.284407,-0.009039,0.624430,0.331980,-0.047972,0.594485,0.386624,-0.078526,0.565074,0.423195,-0.110380,0.647924,0.318061,-0.164279,0.632240,0.409681,-0.215297,0.624550,0.464418,-0.210544,0.618507,0.502586,-0.196316,0.689412,0.326807,-0.169355,0.668391,0.427049,-0.223633,0.654828,0.485602,-0.206229,0.642391,0.526010,-0.188380,0.728118,0.340780,-0.167923,0.708391,0.434942,-0.209889,0.690643,0.486817,-0.197137,0.673291,0.516477,-0.183341,0.759634,0.357385,-0.161623,0.746693,0.437589,-0.188680,0.731898,0.480780,-0.194167,0.715112,0.511206,-0.196535,0,0,0,0
0.731561,0.263009,-0.000047,0.672047,0.287114,-0.008365,0.625719,0.333719,-0.046962,0.595806,0.387376,-0.077116,0.565654,0.422699,-0.108420,0.648000,0.320071,-0.165108,0.633743,0.410344,-0.216381,0.625877,0.464813,-0.212673,0.619829,0.502751,-0.199934,0.689659,0.328555,-0.169922,0.669698,0.427498,-0.224164,0.656145,0.485770,-0.206345,0.644157,0.525753,-0.188412,0.728401,0.342148,-0.168155,0.709203,0.434862,-0.209319,0.691736,0.486327,-0.195814,0.675076,0.515414,-0.181765,0.759805,0.358449,-0.161266,0.746879,0.437695,-0.186832,0.732234,0.480611,-0.190943,0.715849,0.510581,-0.192425,0,0,0,0
0.730324,0.261608,-0.000056,0.671688,0.285008,-0.008509,0.625786,0.332878,-0.046519,0.595776,0.387520,-0.076256,0.565199,0.423801,-0.107872,0.648217,0.320271,-0.163399,0.633230,0.412072,-0.213199,0.625228,0.466921,-0.208206,0.618987,0.504178,-0.194447,0.689654,0.329021,-0.167677,0.668674,0.429985,-0.219640,0.655224,0.488034,-0.200444,0.643186,0.526557,-0.181042,0.728285,0.342772,-0.165460,0.708182,0.437373,-0.205285,0.690728,0.488695,-0.189828,0.674216,0.516825,-0.174033,0.759612,0.359103,-0.158427,0.746013,0.439377,-0.183487,0.731718,0.482284,-0.186600,0.715715,0.511811,-0.186995,0,0,0,0
0.729194,0.260916,-0.000062,0.670941,0.284690,-0.007941,0.626249,0.331331,-0.045723,0.597921,0.385103,-0.075837,0.570369,0.422940,-0.107068,0.647521,0.320256,-0.160850,0.631928,0.412363,-0.209538,0.624351,0.467418,-0.203713,0.618824,0.505472,-0.189533,0.688821,0.328054,-0.165607,0.667962,0.428910,-0.215382,0.654774,0.486512,-0.194568,0.643271,0.525197,-0.174754,0.727274,0.340902,-0.164643,0.707648,0.436420,-0.203234,0.690987,0.487793,-0.188005,0.674885,0.516212,-0.172594,0.758732,0.356205,-0.158681,0.745858,0.436578,-0.184120,0.731902,0.479967,-0.188400,0.715638,0.510733,-0.189845,0,0,0,0
