0.784137,0.571423,-0.000070,0.717472,0.588176,-0.019694,0.677530,0.638703,-0.053698,0.655191,0.703836,-0.075591,0.635917,0.760661,-0.096207,0.716836,0.662567,-0.163308,0.686177,0.766670,-0.189717,0.670185,0.822623,-0.167924,0.661168,0.862070,-0.144179,0.764409,0.682137,-0.152561,0.732539,0.802366,-0.178634,0.709853,0.853066,-0.146817,0.693888,0.883344,-0.117388,0.801957,0.696169,-0.133245,0.780368,0.806167,-0.158213,0.756559,0.860664,-0.139461,0.736374,0.895387,-0.119592,0.826789,0.705322,-0.108810,0.814874,0.796409,-0.128426,0.797597,0.840377,-0.125986,0.778810,0.874677,-0.121082,0,0,0,0
0.788276,0.570284,-0.000059,0.716185,0.588995,-0.011217,0.675919,0.639470,-0.042548,0.655003,0.702894,-0.063276,0.634352,0.758014,-0.087986,0.715151,0.660170,-0.161901,0.685275,0.763821,-0.192250,0.669031,0.821877,-0.173660,0.661094,0.862222,-0.150108,0.762071,0.679414,-0.151774,0.735422,0.797969,-0.180713,0.712641,0.853445,-0.143736,0.697355,0.882460,-0.107920,0.800275,0.695388,-0.133161,0.781477,0.806778,-0.159979,0.758709,0.862685,-0.141099,0.739195,0.895924,-0.119717,0.826187,0.707313,-0.108560,0.815481,0.797759,-0.129663,0.798719,0.844294,-0.125256,0.780763,0.876653,-0.116899,0,0,0,0
0.786306,0.569776,-0.000071,0.715083,0.587393,-0.018008,0.674956,0.636717,-0.051495,0.653109,0.699805,-0.071907,0.637177,0.756227,-0.093402,0.716031,0.661691,-0.169695,0.685786,0.763862,-0.193230,0.669178,0.819019,-0.167982,0.661116,0.856224,-0.140413,0.762723,0.679647,-0.155652,0.735130,0.797385,-0.185319,0.713150,0.853213,-0.149718,0.699113,0.883034,-0.114507,0.800425,0.693924,-0.132722,0.780460,0.804297,-0.159673,0.759300,0.860770,-0.142352,0.741479,0.894626,-0.122004,0.825721,0.705067,-0.103854,0.813463,0.795357,-0.123861,0.796915,0.841617,-0.119656,0.779967,0.873632,-0.110956,0,0,0,0
0.785780,0.570257,-0.000058,0.715375,0.589984,-0.015940,0.675341,0.638634,-0.047662,0.654607,0.701443,-0.067012,0.638378,0.756873,-0.087694,0.716480,0.660639,-0.165511,0.685219,0.762960,-0.191029,0.669237,0.818911,-0.170361,0.661653,0.857525,-0.147401,0.762703,0.678902,-0.152459,0.736814,0.796000,-0.183741,0.716060,0.854376,-0.151502,0.702107,0.886421,-0.119228,0.800194,0.693223,-0.130816,0.783568,0.803285,-0.159313,0.764967,0.861260,-0.145507,0.748447,0.896657,-0.127229,0.825393,0.704166,-0.102780,0.817132,0.792738,-0.123235,0.802901,0.838399,-0.119746,0.787253,0.870319,-0.111778,0,0,0,0
0.785705,0.572603,-0.000063,0.715555,0.591844,-0.016335,0.675516,0.641593,-0.049657,0.653885,0.703505,-0.070727,0.637857,0.759027,-0.092465,0.716318,0.663031,-0.168475,0.685589,0.765808,-0.194193,0.670417,0.822099,-0.173729,0.663720,0.861228,-0.151759,0.762717,0.680060,-0.155350,0.736586,0.796739,-0.186741,0.715986,0.854112,-0.153982,0.702692,0.886170,-0.122435,0.800649,0.693506,-0.133566,0.783506,0.802610,-0.161699,0.765683,0.861118,-0.147216,0.750136,0.897419,-0.129369,0.826445,0.703408,-0.105702,0.817990,0.790804,-0.126717,0.805067,0.837749,-0.123455,0.791014,0.870493,-0.115880,0,0,0,0
0.784785,0.571715,-0.000064,0.715160,0.591612,-0.017177,0.676305,0.640737,-0.050286,0.655367,0.702602,-0.071654,0.639452,0.759694,-0.093572,0.716691,0.663834,-0.165891,0.686257,0.765714,-0.190412,0.670162,0.821908,-0.168347,0.663001,0.859978,-0.144041,0.762319,0.680651,-0.152673,0.737392,0.797809,-0.182599,0.716563,0.855587,-0.148130,0.703293,0.886686,-0.114222,0.799941,0.693759,-0.131360,0.783682,0.803782,-0.158815,0.764716,0.860499,-0.142713,0.748437,0.894117,-0.123324,0.825822,0.703577,-0.103993,0.817871,0.792647,-0.126651,0.803099,0.839439,-0.124951,0.786468,0.870540,-0.117622,0,0,0,0
0.786432,0.576520,-0.000050,0.714206,0.597713,-0.015157,0.675319,0.644610,-0.048786,0.654416,0.704296,-0.070925,0.637673,0.760181,-0.094620,0.714377,0.666853,-0.165730,0.684916,0.767142,-0.191214,0.668850,0.823693,-0.168972,0.662279,0.861932,-0.143704,0.760332,0.682956,-0.153534,0.736454,0.798819,-0.185146,0.716093,0.855331,-0.151848,0.703592,0.886197,-0.117590,0.798270,0.696468,-0.132718,0.782341,0.803670,-0.161085,0.763530,0.859376,-0.145639,0.747566,0.893010,-0.126150,0.824580,0.707857,-0.105847,0.815434,0.793974,-0.127715,0.800211,0.838680,-0.123864,0.783766,0.868460,-0.113667,0,0,0,0
0.786281,0.577510,-0.000063,0.714250,0.601065,-0.017132,0.675454,0.646653,-0.051748,0.654429,0.704656,-0.074198,0.638923,0.760623,-0.097811,0.714870,0.670635,-0.166956,0.684044,0.768243,-0.191616,0.667743,0.824326,-0.168788,0.661513,0.861832,-0.142473,0.760534,0.686020,-0.153586,0.735993,0.798443,-0.186292,0.716014,0.854940,-0.152216,0.704016,0.885072,-0.116898,0.798063,0.699002,-0.132102,0.781333,0.802994,-0.161341,0.763216,0.857824,-0.146466,0.748291,0.889910,-0.126400,0.824024,0.710683,-0.104028,0.814218,0.794090,-0.126737,0.798748,0.837740,-0.123591,0.782215,0.866385,-0.113176,0,0,0,0
0.785397,0.577307,-0.000063,0.714902,0.599254,-0.016912,0.675925,0.646038,-0.052391,0.654796,0.704425,-0.075870,0.639994,0.760626,-0.100506,0.714452,0.668689,-0.169669,0.683916,0.766955,-0.194780,0.668339,0.823289,-0.171539,0.662853,0.861145,-0.145185,0.760233,0.684039,-0.157479,0.734519,0.797318,-0.190407,0.714212,0.854446,-0.155729,0.702363,0.885141,-0.120597,0.798288,0.697032,-0.137019,0.779822,0.802605,-0.165745,0.760790,0.857838,-0.148162,0.745500,0.890282,-0.127030,0.825007,0.708675,-0.110383,0.813724,0.794400,-0.133199,0.797600,0.839343,-0.129089,0.781048,0.868850,-0.118492,0,0,0,0
0.786916,0.575129,-0.000053,0.715494,0.598559,-0.016978,0.676482,0.644583,-0.051846,0.655712,0.702152,-0.075144,0.639972,0.757763,-0.100412,0.715476,0.667749,-0.165366,0.686118,0.764683,-0.191406,0.670783,0.821924,-0.172256,0.665421,0.860764,-0.148651,0.760729,0.682633,-0.153385,0.735244,0.794698,-0.184894,0.714979,0.852157,-0.153298,0.703602,0.883772,-0.120950,0.798032,0.695870,-0.133321,0.779243,0.799215,-0.161327,0.760546,0.855866,-0.146859,0.745867,0.889901,-0.128822,0.824224,0.708166,-0.107636,0.812088,0.791830,-0.129104,0.796987,0.837382,-0.125040,0.781810,0.868644,-0.115517,0,0,0,0
